dataset_id;source_kind;source_path_or_url;local_path_if_any;file_name;file_role;file_size_bytes;date_accessed_or_checked;used_for_conversion;notes
ecosis_leaf_spectra_structural_and_biochemical_leaf_traits_of_reflectance_nirs;ecosis_ckan_resource;https://data.ecosis.org/dataset/25770ad9-d47c-428b-bf99-d1543a4b0ec9/resource/94baf08c-bebb-4a9e-ae78-c9035694fa18/download/leaf_n_plsr_example.r;;Leaf_N_PLSR_example.R;metadata_or_auxiliary;;2026-06-02T15:37:09;no;
ecosis_leaf_spectra_structural_and_biochemical_leaf_traits_of_reflectance_nirs;ecosis_ckan_resource;https://data.ecosis.org/dataset/25770ad9-d47c-428b-bf99-d1543a4b0ec9/resource/b0e89ba0-2641-4d4b-bd04-186d073f6635/download/vip.r;;VIP.R;metadata_or_auxiliary;;2026-06-02T15:37:09;no;
ecosis_leaf_spectra_structural_and_biochemical_leaf_traits_of_reflectance_nirs;ecosis_ckan_resource;https://data.ecosis.org/dataset/25770ad9-d47c-428b-bf99-d1543a4b0ec9/resource/8d4fa096-d8cd-4ba2-91b4-fe18c6877794/download/bnl_2015glasshouse_svc_averaged_interpolated_spectra.csv;D:\VS projects\nirs_db_vf\ecosis_nirs_conversion\raw\leaf_spectra_structural_and_biochemical_leaf_tra_9b6d841e\bnl_2015glasshouse_svc_averaged_interpolated_spectra.csv;BNL_2015glasshouse_SVC_Averaged_Interpolated_Spectra.csv;used_for_conversion;4379826;2026-06-02T15:37:09;yes;
ecosis_leaf_spectra_structural_and_biochemical_leaf_traits_of_reflectance_nirs;ecosis_ckan_resource;https://data.ecosis.org/dataset/25770ad9-d47c-428b-bf99-d1543a4b0ec9/resource/127d5175-42e7-45d7-ac19-ff02d96b512c/download/bnl_2015glasshouse_metadata.csv;D:\VS projects\nirs_db_vf\ecosis_nirs_conversion\raw\leaf_spectra_structural_and_biochemical_leaf_tra_9b6d841e\bnl_2015glasshouse_metadata.csv;BNL_2015glasshouse_metadata.csv;metadata_or_auxiliary;7477;2026-06-02T15:37:09;no;
ecosis_leaf_spectra_structural_and_biochemical_leaf_traits_of_reflectance_nirs;ecosis_ckan_resource;https://data.ecosis.org/dataset/25770ad9-d47c-428b-bf99-d1543a4b0ec9/resource/0691d5fd-40d9-4c69-91a0-c3b8a51bc3ec/download/bnl_2015glasshouse_data_description.xlsx;;BNL_2015glasshouse_data_description.xlsx;metadata_or_auxiliary;;2026-06-02T15:37:09;no;
ecosis_leaf_spectra_structural_and_biochemical_leaf_traits_of_reflectance_nirs;ecosis_ckan_resource;https://data.ecosis.org/dataset/25770ad9-d47c-428b-bf99-d1543a4b0ec9/resource/5e684dcf-7c75-4b0f-8ecf-498140228828/download/bnl_2015glasshouse_leaf_traits.csv;D:\VS projects\nirs_db_vf\ecosis_nirs_conversion\raw\leaf_spectra_structural_and_biochemical_leaf_tra_9b6d841e\bnl_2015glasshouse_leaf_traits.csv;BNL_2015glasshouse_leaf_traits.csv;metadata_or_auxiliary;44606;2026-06-02T15:37:09;no;
