dataset_id;source_kind;source_path_or_url;local_path_if_any;file_name;file_role;file_size_bytes;date_accessed_or_checked;used_for_conversion;notes
ecosis_cabo_2018_2019_leaf_level_spectra_v2_transmittance_nirs;ecosis_ckan_resource;https://data.ecosis.org/dataset/a12286ac-929f-4e3e-9b9c-517e10fe4087/resource/333ba015-44bc-4c2d-a0b8-6a2a5e354e70/download/abs_spec.csv;D:\VS projects\nirs_db_vf\ecosis_nirs_conversion\raw\cabo_2018_2019_leaf_level_spectra_v2_e79a1721\abs_spec.csv;abs_spec.csv;metadata_or_auxiliary;71443785;2026-06-02T15:33:09;no;
ecosis_cabo_2018_2019_leaf_level_spectra_v2_transmittance_nirs;ecosis_ckan_resource;https://data.ecosis.org/dataset/a12286ac-929f-4e3e-9b9c-517e10fe4087/resource/6e1dc4ab-be82-4ab4-8824-10468ce6bd04/download/trans_spec.csv;D:\VS projects\nirs_db_vf\ecosis_nirs_conversion\raw\cabo_2018_2019_leaf_level_spectra_v2_e79a1721\trans_spec.csv;trans_spec.csv;used_for_conversion;72302197;2026-06-02T15:33:09;yes;
ecosis_cabo_2018_2019_leaf_level_spectra_v2_transmittance_nirs;ecosis_ckan_resource;https://data.ecosis.org/dataset/a12286ac-929f-4e3e-9b9c-517e10fe4087/resource/a8f5093c-4383-40ad-85ae-4ad0d7a22eff/download/ref_spec.csv;D:\VS projects\nirs_db_vf\ecosis_nirs_conversion\raw\cabo_2018_2019_leaf_level_spectra_v2_e79a1721\ref_spec.csv;ref_spec.csv;metadata_or_auxiliary;72722132;2026-06-02T15:33:09;no;
ecosis_cabo_2018_2019_leaf_level_spectra_v2_transmittance_nirs;ecosis_ckan_resource;https://data.ecosis.org/dataset/a12286ac-929f-4e3e-9b9c-517e10fe4087/resource/ffc73180-5c04-47be-bef9-2f6d281df460/download/metadata_fields.csv;D:\VS projects\nirs_db_vf\ecosis_nirs_conversion\raw\cabo_2018_2019_leaf_level_spectra_v2_e79a1721\metadata_fields.csv;metadata_fields.csv;metadata_or_auxiliary;1747;2026-06-02T15:33:09;no;
ecosis_cabo_2018_2019_leaf_level_spectra_v2_transmittance_nirs;ecosis_ckan_resource;https://data.ecosis.org/dataset/a12286ac-929f-4e3e-9b9c-517e10fe4087/resource/0c1d3584-3900-4699-87a2-9be444859ea1/download/readme.pdf;;README.pdf;metadata_or_auxiliary;141837;2026-06-02T15:33:09;no;
