dataset_id;source_kind;source_path_or_url;local_path_if_any;file_name;file_role;file_size_bytes;date_accessed_or_checked;used_for_conversion;notes
ecosis_spectral_characterization_of_multiple_corn_varieties_we_reflectance_nirs;ecosis_ckan_resource;https://data.ecosis.org/dataset/c0e238ea-5b23-452c-bc40-f0cfe2c6f032/resource/6962916e-074f-45af-b243-b41c1a87ade5/download/westmadisoncornspectra.csv;D:\VS projects\nirs_db_vf\ecosis_nirs_conversion\raw\spectral_characterization_of_multiple_corn_varie_c80e06d9\westmadisoncornspectra.csv;West_Madison_corn_spectra.csv;used_for_conversion;7376646;2026-06-02T15:42:29;yes;
ecosis_spectral_characterization_of_multiple_corn_varieties_we_reflectance_nirs;ecosis_ckan_resource;https://data.ecosis.org/dataset/c0e238ea-5b23-452c-bc40-f0cfe2c6f032/resource/c9e21ec5-cffd-42f8-81b6-dd0cb4869b56/download/westmadisoncornmetadata.csv;D:\VS projects\nirs_db_vf\ecosis_nirs_conversion\raw\spectral_characterization_of_multiple_corn_varie_c80e06d9\westmadisoncornmetadata.csv;West_Madison_corn_metadata.csv;metadata_or_auxiliary;3652;2026-06-02T15:42:29;no;
