dataset_id;source_kind;source_path_or_url;local_path_if_any;file_name;file_role;file_size_bytes;date_accessed_or_checked;used_for_conversion;notes
ecosis_2018_cedar_creek_pressed_leaves_reflectance_nirs;ecosis_ckan_resource;https://data.ecosis.org/dataset/e384a3ed-9778-49b9-8f84-5c86170b3ea4/resource/b610f2bb-6740-4648-8c13-c3ad02c073bd/download/pressed_spec_mn_rwc_avg.csv;D:\VS projects\nirs_db_vf\ecosis_nirs_conversion\raw\2018_cedar_creek_pressed_leaves_3f3c2306\pressed_spec_mn_rwc_avg.csv;pressed_spec_MN_RWC_avg.csv;metadata_or_auxiliary;6539668;2026-06-02T15:48:31;no;
ecosis_2018_cedar_creek_pressed_leaves_reflectance_nirs;ecosis_ckan_resource;https://data.ecosis.org/dataset/e384a3ed-9778-49b9-8f84-5c86170b3ea4/resource/0c48eebd-08d9-4411-a2e2-25437fa0950f/download/pressed_spec_mn_all_avg.csv;D:\VS projects\nirs_db_vf\ecosis_nirs_conversion\raw\2018_cedar_creek_pressed_leaves_3f3c2306\pressed_spec_mn_all_avg.csv;pressed_spec_MN_all_avg.csv;used_for_conversion;6609916;2026-06-02T15:48:31;yes;
ecosis_2018_cedar_creek_pressed_leaves_reflectance_nirs;ecosis_ckan_resource;https://data.ecosis.org/dataset/e384a3ed-9778-49b9-8f84-5c86170b3ea4/resource/23bff9a3-7ff7-4017-972b-bb7e54f1e7a3/download/metadata_fields_mn.csv;D:\VS projects\nirs_db_vf\ecosis_nirs_conversion\raw\2018_cedar_creek_pressed_leaves_3f3c2306\metadata_fields_mn.csv;metadata_fields_MN.csv;metadata_or_auxiliary;1922;2026-06-02T15:48:31;no;
