raw_source_id;source_type;path_or_url;official_url;api_url;contains;used_for;is_standardized_xym
figshare_archive;raw_archive;D:\VS projects\nirs_db_vf\standardized_datasets\_batch02_tmp_plastic_polymer_name_grouped_flopp_e_ftir\raw\ac1c02549_si_002.zip;https://acs.figshare.com/articles/dataset/_ATR-FTIR_Spectral_Libraries_of_Plastic_Particles_FLOPP_and_FLOPP-e_for_the_Analysis_of_Microplastics/17070059;https://api.figshare.com/v2/articles/17070059;source CSV spectra and SPA files;X/Y/M rebuild;False
source_csv_folder;raw_csv_folder_inside_archive;FLOPP and FLOPP-e/FLOPP-e .csv;https://acs.figshare.com/articles/dataset/_ATR-FTIR_Spectral_Libraries_of_Plastic_Particles_FLOPP_and_FLOPP-e_for_the_Analysis_of_Microplastics/17070059;https://api.figshare.com/v2/articles/17070059;one two-column source CSV per spectrum;spectral matrix and labels;False
